artist_id,tag_id,tag_name,total_post_count,target_post_count,avg_score,avg_fav_count
163161,1448759,gainoob,245,26,155.1538461538461538,174
110096,1281713,masabodo,293,9,155,152.8888888888888889
119446,808943,ayamy,959,25,155,199.68
218427,1611049,unexistarts,124,1,155,153
289938,1796021,zhazhapao,143,82,154.8536585365853659,150.3902439024390244
70408,492399,alp,602,110,154.7909090909090909,206.4454545454545455
196870,1647772,iuui,224,64,154.75,190.671875
225912,1634858,amlichan,120,3,154.6666666666666667,146.3333333333333333
284536,1783325,moral_cacoethes,289,122,154.3934426229508197,149.0983606557377049
162589,1457488,izure_(pixiv16392012),101,20,154.25,239.2
221173,1622484,jon_(pixiv31559095),181,76,154.1710526315789474,170.6052631578947368
130741,1355771,f.w.zholic,128,14,154.1428571428571429,173.4285714285714286
221279,1620184,keisea,101,4,154,148
13525,650303,sky-freedom,678,15,153.8666666666666667,230
256865,1757820,oroborus,443,63,153.7777777777777778,148.9365079365079365
155903,1432845,mango_(mgo),145,2,153.5,147
199229,1793996,puk_(puk_2020),134,25,153.4,157.16
300904,1820537,dracksart,107,17,153.2941176470588235,150.0588235294117647
11712,1664028,xe_(execut3r),189,38,153.1578947368421053,214.2894736842105263
26318,474636,77gl,180,4,153,233
165216,1464125,mmmmmkun,105,25,152.76,160.96
136119,1578243,blood_hood,127,7,152.7142857142857143,195
128319,1346870,oekakizuki,948,203,152.3694581280788177,205.4187192118226601
204822,1573410,puzenketsu,111,12,152.3333333333333333,165.8333333333333333
246593,1689366,sukoyaka93,160,17,152.0588235294117647,147.5882352941176471
157476,1438082,cero_(last2stage),150,1,152,148
161838,1454767,paintale,105,1,152,151
207884,1581258,sulcate,158,9,152,164.5555555555555556
205292,1591962,tamago_(eva1314056),191,9,151.8888888888888889,176.4444444444444444
158907,1444643,donedone,171,136,151.7058823529411765,270.6691176470588235
250000,1699818,morisobo,585,61,151.7049180327868852,148.8852459016393443
58165,631452,miruto_netsuki,238,5,151.6,262.8
245276,1457409,rat_huang,181,78,151.5256410256410256,153.3974358974358974
196861,1550630,kilabo,144,7,151.4285714285714286,144.8571428571428571
133027,1362113,takashia_(akimototakashia),205,44,151.0681818181818182,189.75
189984,1532377,mitsu_(mitsu_art),352,15,151,261
29863,487805,yasojima_nejiro,244,85,150.9647058823529412,183.9058823529411765
77305,669518,yue_(show-ei),221,15,150.7333333333333333,148.3333333333333333
177705,1699324,nompang,150,12,150.6666666666666667,147
149118,1503761,tamada_heijun,182,65,150.5538461538461538,202.0461538461538462
144167,1394959,kie_(wylee2212),201,86,150.2790697674418605,150.4069767441860465
200102,1874289,poper_(arin_sel),171,54,150.2407407407407407,160.7777777777777778
129012,1349887,goldowl,245,107,150.0560747663551402,147.308411214953271
184524,1569668,steeb,137,1,150,300
268577,1753647,shiren_(ourboy83),222,1,150,145
146238,1401459,ata_(tsumari),144,72,149.9722222222222222,178.25
225249,1633244,kuon_bb,118,20,149.9,144.3
53069,573090,miyoshi_(triple_luck),119,9,149.8888888888888889,154.3333333333333333
99835,1989258,hayate_(leaf98k),132,4,149.75,140.75
202536,1566680,dermar,526,117,149.6068376068376068,147.6495726495726496
194655,1545288,mark_gavatino,276,55,149.4909090909090909,150.8
247031,1696279,cozyu,105,7,149.2857142857142857,147.2857142857142857
153804,1141273,tsuaii,240,11,149.1818181818181818,276.3636363636363636
117021,1589313,himitsu_(hi_mi_tsu_2),417,133,149.1203007518796992,255.6541353383458647
123833,1421410,chuby_mi,146,1,149,342
202697,1567106,amog,336,81,148.8888888888888889,172.2592592592592593
203642,1570025,lillly,441,13,148.8461538461538462,187.3846153846153846
105352,1269695,ryuki_(ryukisukune),331,5,148.8,146.8
